"","airline","Date","CurrDate","n_day","wk_day","av_price","select"
"985","American Airlines","01/07/2019","2018-11-25",43,"Sunday",193.2,1
"986","American Airlines","01/07/2019","2018-11-26",42,"Monday",193.2,1
"987","American Airlines","01/07/2019","2018-11-27",41,"Tuesday",193.2,1
"988","American Airlines","01/07/2019","2018-11-29",39,"Thursday",193.2,1
"989","American Airlines","01/07/2019","2018-11-30",38,"Friday",193.2,1
"990","American Airlines","01/07/2019","2018-12-01",37,"Saturday",193.2,1
"991","American Airlines","01/08/2019","2018-11-20",49,"Tuesday",128.2,1
"992","American Airlines","01/08/2019","2018-11-21",48,"Wednesday",128.2,1
"993","American Airlines","01/08/2019","2018-11-22",47,"Thursday",128.2,1
"994","American Airlines","01/08/2019","2018-11-23",46,"Friday",128.2,1
"995","American Airlines","01/08/2019","2018-11-24",45,"Saturday",128.2,1
"996","American Airlines","01/08/2019","2018-11-25",44,"Sunday",128.2,1
"997","American Airlines","01/08/2019","2018-11-26",43,"Monday",128.2,1
"998","American Airlines","01/08/2019","2018-11-27",42,"Tuesday",128.2,1
"999","American Airlines","01/08/2019","2018-11-28",41,"Wednesday",118.2,1
"1000","American Airlines","01/08/2019","2018-11-29",40,"Thursday",128.2,1
"1001","American Airlines","01/08/2019","2018-11-30",39,"Friday",128.2,1
"1002","American Airlines","01/08/2019","2018-12-01",38,"Saturday",128.2,1
"1003","American Airlines","01/09/2019","2018-11-19",51,"Monday",295.21,1
"1004","American Airlines","01/09/2019","2018-11-20",50,"Tuesday",295.21,1
"1005","American Airlines","01/09/2019","2018-11-21",49,"Wednesday",118.2,1
"1006","American Airlines","01/09/2019","2018-11-22",48,"Thursday",128.2,1
"1007","American Airlines","01/09/2019","2018-11-25",45,"Sunday",316.4,1
"1008","American Airlines","01/09/2019","2018-11-26",44,"Monday",282.4,1
"1009","American Airlines","01/09/2019","2018-11-27",43,"Tuesday",131.81,1
"1010","American Airlines","01/09/2019","2018-11-28",42,"Wednesday",118.2,1
"1011","American Airlines","01/09/2019","2018-11-29",41,"Thursday",118.2,1
"1012","American Airlines","01/09/2019","2018-11-30",40,"Friday",256.4,1
"1013","American Airlines","01/09/2019","2018-12-01",39,"Saturday",128.2,1
"1014","American Airlines","01/10/2019","2018-11-18",53,"Sunday",221.2,1
"1015","American Airlines","01/10/2019","2018-11-19",52,"Monday",136.2,1
"1016","American Airlines","01/10/2019","2018-11-20",51,"Tuesday",141.2,1
"1017","American Airlines","01/10/2019","2018-11-21",50,"Wednesday",141.2,1
"1018","American Airlines","01/10/2019","2018-11-22",49,"Thursday",141.2,1
"1019","American Airlines","01/10/2019","2018-11-23",48,"Friday",141.2,1
"1020","American Airlines","01/10/2019","2018-11-29",42,"Thursday",141.2,1
"1021","American Airlines","01/10/2019","2018-11-30",41,"Friday",141.2,1
"1022","American Airlines","01/10/2019","2018-12-01",40,"Saturday",136.2,1
"1023","American Airlines","01/11/2019","2018-11-18",54,"Sunday",136.2,1
"1024","American Airlines","01/11/2019","2018-11-19",53,"Monday",141.2,1
"1025","American Airlines","01/11/2019","2018-11-20",52,"Tuesday",141.2,1
"1026","American Airlines","01/11/2019","2018-11-21",51,"Wednesday",141.2,1
"1027","American Airlines","01/11/2019","2018-11-22",50,"Thursday",158.2,1
"1028","American Airlines","01/11/2019","2018-11-23",49,"Friday",141.2,1
"1029","American Airlines","01/11/2019","2018-11-24",48,"Saturday",141.2,1
"1030","American Airlines","01/11/2019","2018-11-25",47,"Sunday",141.2,1
"1031","American Airlines","01/11/2019","2018-11-27",45,"Tuesday",141.2,1
"1032","American Airlines","01/11/2019","2018-11-29",43,"Thursday",141.2,1
"1033","American Airlines","01/11/2019","2018-11-30",42,"Friday",141.2,1
"1034","American Airlines","01/11/2019","2018-12-01",41,"Saturday",136.2,1
"1035","American Airlines","01/12/2019","2018-11-18",55,"Sunday",128.2,1
"1036","American Airlines","01/12/2019","2018-11-19",54,"Monday",128.2,1
"1037","American Airlines","01/12/2019","2018-11-20",53,"Tuesday",128.2,1
"1038","American Airlines","01/12/2019","2018-11-21",52,"Wednesday",128.2,1
"1039","American Airlines","01/12/2019","2018-11-22",51,"Thursday",128.2,1
"1040","American Airlines","01/12/2019","2018-11-23",50,"Friday",128.2,1
"1041","American Airlines","01/12/2019","2018-11-24",49,"Saturday",128.2,1
"1042","American Airlines","01/12/2019","2018-11-26",47,"Monday",128.2,1
"1043","American Airlines","01/12/2019","2018-11-27",46,"Tuesday",128.2,1
"1044","American Airlines","01/12/2019","2018-11-29",44,"Thursday",128.2,1
"1045","American Airlines","01/12/2019","2018-11-30",43,"Friday",128.2,1
"1046","American Airlines","01/12/2019","2018-12-01",42,"Saturday",128.2,1
"1047","American Airlines","01/13/2019","2018-11-20",54,"Tuesday",203.2,1
"1048","American Airlines","01/13/2019","2018-11-21",53,"Wednesday",468.3,1
"1049","American Airlines","01/13/2019","2018-11-22",52,"Thursday",176.2,1
"1050","American Airlines","01/13/2019","2018-11-23",51,"Friday",316.2,1
"1051","American Airlines","01/13/2019","2018-11-24",50,"Saturday",316.2,1
"1052","American Airlines","01/13/2019","2018-11-25",49,"Sunday",282.4,1
"1053","American Airlines","01/13/2019","2018-11-26",48,"Monday",282.4,1
"1054","American Airlines","01/13/2019","2018-11-27",47,"Tuesday",282.4,1
"1055","American Airlines","01/13/2019","2018-11-28",46,"Wednesday",461.2,1
"1056","American Airlines","01/13/2019","2018-11-29",45,"Thursday",141.2,1
"1057","American Airlines","01/13/2019","2018-11-30",44,"Friday",141.2,1
"1058","American Airlines","01/13/2019","2018-12-01",43,"Saturday",272.4,1
"1059","American Airlines","01/14/2019","2018-11-18",57,"Sunday",272.4,1
"1060","American Airlines","01/14/2019","2018-11-20",55,"Tuesday",452.4,1
"1061","American Airlines","01/14/2019","2018-11-21",54,"Wednesday",281.2,1
"1062","American Airlines","01/14/2019","2018-11-22",53,"Thursday",332.8,1
"1063","American Airlines","01/14/2019","2018-11-24",51,"Saturday",316.2,1
"1064","American Airlines","01/14/2019","2018-11-25",50,"Sunday",141.2,1
"1065","American Airlines","01/14/2019","2018-11-26",49,"Monday",141.2,1
"1066","American Airlines","01/14/2019","2018-11-27",48,"Tuesday",141.2,1
"1067","American Airlines","01/14/2019","2018-11-28",47,"Wednesday",367.2,1
"1068","American Airlines","01/14/2019","2018-11-29",46,"Thursday",141.2,1
"1069","American Airlines","01/14/2019","2018-11-30",45,"Friday",141.2,1
"1070","American Airlines","01/14/2019","2018-12-01",44,"Saturday",141.2,1
"1071","American Airlines","01/15/2019","2018-11-19",57,"Monday",256.4,1
"1072","American Airlines","01/15/2019","2018-11-20",56,"Tuesday",128.2,1
"1073","American Airlines","01/15/2019","2018-11-21",55,"Wednesday",128.2,1
"1074","American Airlines","01/15/2019","2018-11-22",54,"Thursday",128.2,1
"1075","American Airlines","01/15/2019","2018-11-23",53,"Friday",118.2,1
"1076","American Airlines","01/15/2019","2018-11-24",52,"Saturday",118.2,1
"1077","American Airlines","01/15/2019","2018-11-25",51,"Sunday",201.8,1
"1078","American Airlines","01/15/2019","2018-11-26",50,"Monday",128.2,1
"1079","American Airlines","01/15/2019","2018-11-29",47,"Thursday",128.2,1
"1080","American Airlines","01/15/2019","2018-11-30",46,"Friday",128.2,1
"1081","American Airlines","01/15/2019","2018-12-01",45,"Saturday",128.2,1
"1082","American Airlines","01/16/2019","2018-11-18",59,"Sunday",128.2,1
"1083","American Airlines","01/16/2019","2018-11-19",58,"Monday",128.2,1
"1084","American Airlines","01/16/2019","2018-11-20",57,"Tuesday",128.2,1
"1085","American Airlines","01/16/2019","2018-11-21",56,"Wednesday",128.2,1
"1086","American Airlines","01/16/2019","2018-11-22",55,"Thursday",128.2,1
"1087","American Airlines","01/16/2019","2018-11-24",53,"Saturday",256.4,1
"1088","American Airlines","01/16/2019","2018-11-25",52,"Sunday",256.4,1
"1089","American Airlines","01/16/2019","2018-11-26",51,"Monday",256.4,1
"1090","American Airlines","01/16/2019","2018-11-28",49,"Wednesday",118.2,1
"1091","American Airlines","01/16/2019","2018-11-29",48,"Thursday",118.2,1
"1092","American Airlines","01/16/2019","2018-11-30",47,"Friday",118.2,1
"1093","American Airlines","01/16/2019","2018-12-01",46,"Saturday",128.2,1
"1094","American Airlines","01/17/2019","2018-11-18",60,"Sunday",221.2,1
"1095","American Airlines","01/17/2019","2018-11-19",59,"Monday",141.2,1
"1096","American Airlines","01/17/2019","2018-11-20",58,"Tuesday",141.2,1
"1097","American Airlines","01/17/2019","2018-11-21",57,"Wednesday",141.2,1
"1098","American Airlines","01/17/2019","2018-11-22",56,"Thursday",141.2,1
"1099","American Airlines","01/17/2019","2018-11-23",55,"Friday",141.2,1
"1100","American Airlines","01/17/2019","2018-11-27",51,"Tuesday",141.2,1
"1101","American Airlines","01/17/2019","2018-11-28",50,"Wednesday",141.2,1
"1102","American Airlines","01/17/2019","2018-11-29",49,"Thursday",141.2,1
"1103","American Airlines","01/17/2019","2018-11-30",48,"Friday",141.2,1
"1104","American Airlines","01/18/2019","2018-11-18",61,"Sunday",136.2,1
"1105","American Airlines","01/18/2019","2018-11-21",58,"Wednesday",141.2,1
"1106","American Airlines","01/18/2019","2018-11-22",57,"Thursday",141.2,1
"1107","American Airlines","01/18/2019","2018-11-23",56,"Friday",141.2,1
"1108","American Airlines","01/18/2019","2018-11-25",54,"Sunday",141.2,1
"1109","American Airlines","01/18/2019","2018-11-26",53,"Monday",298.8,1
"1110","American Airlines","01/18/2019","2018-11-27",52,"Tuesday",141.2,1
"1111","American Airlines","01/18/2019","2018-11-28",51,"Wednesday",141.2,1
"1112","American Airlines","01/18/2019","2018-11-29",50,"Thursday",282.4,1
"1113","American Airlines","01/18/2019","2018-11-30",49,"Friday",141.2,1
"1114","American Airlines","01/18/2019","2018-12-01",48,"Saturday",136.2,1
"1115","American Airlines","01/19/2019","2018-11-18",62,"Sunday",128.2,1
"1116","American Airlines","01/19/2019","2018-11-19",61,"Monday",128.2,1
"1117","American Airlines","01/19/2019","2018-11-20",60,"Tuesday",128.2,1
"1118","American Airlines","01/19/2019","2018-11-21",59,"Wednesday",128.2,1
"1119","American Airlines","01/19/2019","2018-11-25",55,"Sunday",128.2,1
"1120","American Airlines","01/19/2019","2018-11-26",54,"Monday",128.2,1
"1121","American Airlines","01/19/2019","2018-11-27",53,"Tuesday",128.2,1
"1122","American Airlines","01/19/2019","2018-11-28",52,"Wednesday",118.2,1
"1123","American Airlines","01/19/2019","2018-11-29",51,"Thursday",128.2,1
"1124","American Airlines","01/19/2019","2018-11-30",50,"Friday",128.2,1
"1125","American Airlines","01/19/2019","2018-12-01",49,"Saturday",128.2,1
"1126","American Airlines","01/20/2019","2018-11-20",61,"Tuesday",203.2,1
"1127","American Airlines","01/20/2019","2018-11-21",60,"Wednesday",468.3,1
"1128","American Airlines","01/20/2019","2018-11-22",59,"Thursday",141.2,1
"1129","American Airlines","01/20/2019","2018-11-23",58,"Friday",141.2,1
"1130","American Airlines","01/20/2019","2018-11-24",57,"Saturday",316.2,1
"1131","American Airlines","01/20/2019","2018-11-25",56,"Sunday",870.6,1
"1132","American Airlines","01/20/2019","2018-11-26",55,"Monday",198.2,1
"1133","American Airlines","01/20/2019","2018-11-27",54,"Tuesday",367.2,1
"1134","American Airlines","01/20/2019","2018-11-28",53,"Wednesday",141.2,1
"1135","American Airlines","01/20/2019","2018-11-29",52,"Thursday",282.4,1
"1136","American Airlines","01/20/2019","2018-11-30",51,"Friday",461.2,1
"1137","American Airlines","01/20/2019","2018-12-01",50,"Saturday",236.2,1
"1138","American Airlines","01/21/2019","2018-11-23",59,"Friday",141.2,1
"1139","American Airlines","01/21/2019","2018-11-24",58,"Saturday",141.2,1
"1140","American Airlines","01/21/2019","2018-11-26",56,"Monday",158.2,1
"1141","American Airlines","01/21/2019","2018-11-27",55,"Tuesday",141.2,1
"1142","American Airlines","01/21/2019","2018-11-28",54,"Wednesday",141.2,1
"1143","American Airlines","01/21/2019","2018-11-29",53,"Thursday",141.2,1
"1144","American Airlines","01/21/2019","2018-11-30",52,"Friday",141.2,1
"1145","American Airlines","01/21/2019","2018-12-01",51,"Saturday",136.2,1
"1146","American Airlines","01/22/2019","2018-11-18",65,"Sunday",486.6,1
"1147","American Airlines","01/22/2019","2018-11-20",63,"Tuesday",118.2,1
"1148","American Airlines","01/22/2019","2018-11-21",62,"Wednesday",375.8,1
"1149","American Airlines","01/22/2019","2018-11-23",60,"Friday",141.2,1
"1150","American Airlines","01/22/2019","2018-11-25",58,"Sunday",201.8,1
"1151","American Airlines","01/22/2019","2018-11-26",57,"Monday",256.4,1
"1152","American Airlines","01/22/2019","2018-11-27",56,"Tuesday",256.4,1
"1153","American Airlines","01/22/2019","2018-11-28",55,"Wednesday",256.4,1
"1154","American Airlines","01/22/2019","2018-11-30",53,"Friday",128.2,1
"1155","American Airlines","01/22/2019","2018-12-01",52,"Saturday",128.2,1
"1156","American Airlines","01/23/2019","2018-11-21",63,"Wednesday",118.2,1
"1157","American Airlines","01/23/2019","2018-11-25",59,"Sunday",128.2,1
"1158","American Airlines","01/23/2019","2018-11-26",58,"Monday",128.2,1
"1159","American Airlines","01/23/2019","2018-11-27",57,"Tuesday",128.2,1
"1160","American Airlines","01/23/2019","2018-11-29",55,"Thursday",118.2,1
"1161","American Airlines","01/23/2019","2018-11-30",54,"Friday",118.2,1
"1162","American Airlines","01/23/2019","2018-12-01",53,"Saturday",128.2,1
"1163","American Airlines","01/24/2019","2018-11-18",67,"Sunday",272.4,1
"1164","American Airlines","01/24/2019","2018-11-19",66,"Monday",226.2,1
"1165","American Airlines","01/24/2019","2018-11-20",65,"Tuesday",282.4,1
"1166","American Airlines","01/24/2019","2018-11-23",62,"Friday",141.2,1
"1167","American Airlines","01/24/2019","2018-11-25",60,"Sunday",282.4,1
"1168","American Airlines","01/24/2019","2018-11-26",59,"Monday",282.4,1
"1169","American Airlines","01/24/2019","2018-11-27",58,"Tuesday",282.4,1
"1170","American Airlines","01/24/2019","2018-11-28",57,"Wednesday",141.2,1
"1171","American Airlines","01/24/2019","2018-11-29",56,"Thursday",141.2,1
"1172","American Airlines","01/24/2019","2018-11-30",55,"Friday",141.2,1
"1173","American Airlines","01/24/2019","2018-12-01",54,"Saturday",136.2,1
"1174","American Airlines","01/25/2019","2018-11-22",64,"Thursday",158.2,1
"1175","American Airlines","01/25/2019","2018-11-23",63,"Friday",298.8,1
"1176","American Airlines","01/25/2019","2018-11-24",62,"Saturday",417.2,1
"1177","American Airlines","01/25/2019","2018-11-25",61,"Sunday",141.2,1
"1178","American Airlines","01/25/2019","2018-11-26",60,"Monday",298.8,1
"1179","American Airlines","01/25/2019","2018-11-27",59,"Tuesday",141.2,1
"1180","American Airlines","01/25/2019","2018-11-28",58,"Wednesday",417.2,1
"1181","American Airlines","01/25/2019","2018-11-29",57,"Thursday",141.2,1
"1182","American Airlines","01/25/2019","2018-11-30",56,"Friday",141.2,1
"1183","American Airlines","01/25/2019","2018-12-01",55,"Saturday",218.2,1
"1184","American Airlines","01/26/2019","2018-11-18",69,"Sunday",128.2,1
"1185","American Airlines","01/26/2019","2018-11-19",68,"Monday",133.2,1
"1186","American Airlines","01/26/2019","2018-11-21",66,"Wednesday",128.2,1
"1187","American Airlines","01/26/2019","2018-11-23",64,"Friday",128.2,1
"1188","American Airlines","01/26/2019","2018-11-24",63,"Saturday",246.42,1
"1189","American Airlines","01/26/2019","2018-11-25",62,"Sunday",256.4,1
"1190","American Airlines","01/26/2019","2018-11-26",61,"Monday",256.4,1
"1191","American Airlines","01/26/2019","2018-11-27",60,"Tuesday",256.4,1
"1192","American Airlines","01/26/2019","2018-11-28",59,"Wednesday",236.4,1
"1193","American Airlines","01/26/2019","2018-11-29",58,"Thursday",118.2,1
"1194","American Airlines","01/26/2019","2018-11-30",57,"Friday",118.2,1
"1195","American Airlines","01/27/2019","2018-11-20",68,"Tuesday",203.2,1
"1196","American Airlines","01/27/2019","2018-11-21",67,"Wednesday",468.3,1
"1197","American Airlines","01/27/2019","2018-11-22",66,"Thursday",176.2,1
"1198","American Airlines","01/27/2019","2018-11-23",65,"Friday",141.2,1
"1199","American Airlines","01/27/2019","2018-11-24",64,"Saturday",141.2,1
"1200","American Airlines","01/27/2019","2018-11-25",63,"Sunday",141.2,1
"1201","American Airlines","01/27/2019","2018-11-26",62,"Monday",198.2,1
"1202","American Airlines","01/27/2019","2018-11-27",61,"Tuesday",367.2,1
"1203","American Airlines","01/27/2019","2018-11-28",60,"Wednesday",461.2,1
"1204","American Airlines","01/27/2019","2018-11-29",59,"Thursday",141.2,1
"1205","American Airlines","01/27/2019","2018-11-30",58,"Friday",141.2,1
"1206","American Airlines","01/27/2019","2018-12-01",57,"Saturday",236.2,1
"1207","American Airlines","01/28/2019","2018-11-18",71,"Sunday",272.4,1
"1208","American Airlines","01/28/2019","2018-11-20",69,"Tuesday",452.4,1
"1209","American Airlines","01/28/2019","2018-11-21",68,"Wednesday",281.2,1
"1210","American Airlines","01/28/2019","2018-11-22",67,"Thursday",332.8,1
"1211","American Airlines","01/28/2019","2018-11-24",65,"Saturday",316.2,1
"1212","American Airlines","01/28/2019","2018-11-25",64,"Sunday",161.2,1
"1213","American Airlines","01/28/2019","2018-11-26",63,"Monday",158.2,1
"1214","American Airlines","01/28/2019","2018-11-27",62,"Tuesday",141.2,1
"1215","American Airlines","01/28/2019","2018-11-28",61,"Wednesday",141.2,1
"1216","American Airlines","01/28/2019","2018-11-29",60,"Thursday",141.2,1
"1217","American Airlines","01/28/2019","2018-11-30",59,"Friday",193.2,1
"1218","American Airlines","01/29/2019","2018-11-20",70,"Tuesday",118.2,1
"1219","American Airlines","01/29/2019","2018-11-21",69,"Wednesday",256.4,1
"1220","American Airlines","01/29/2019","2018-11-22",68,"Thursday",256.4,1
"1221","American Airlines","01/29/2019","2018-11-23",67,"Friday",141.2,1
"1222","American Airlines","01/29/2019","2018-11-25",65,"Sunday",128.2,1
"1223","American Airlines","01/29/2019","2018-11-26",64,"Monday",128.2,1
"1224","American Airlines","01/29/2019","2018-11-27",63,"Tuesday",128.2,1
"1225","American Airlines","01/29/2019","2018-11-28",62,"Wednesday",128.2,1
"1226","American Airlines","01/29/2019","2018-12-01",59,"Saturday",128.2,1
"1227","American Airlines","01/30/2019","2018-11-19",72,"Monday",256.4,1
"1228","American Airlines","01/30/2019","2018-11-20",71,"Tuesday",256.4,1
"1229","American Airlines","01/30/2019","2018-11-21",70,"Wednesday",221.2,1
"1230","American Airlines","01/30/2019","2018-11-22",69,"Thursday",298.8,1
"1231","American Airlines","01/30/2019","2018-11-25",66,"Sunday",384.6,1
"1232","American Airlines","01/30/2019","2018-11-26",65,"Monday",384.6,1
"1233","American Airlines","01/30/2019","2018-11-27",64,"Tuesday",384.6,1
"1234","American Airlines","01/30/2019","2018-11-28",63,"Wednesday",354.6,1
"1235","American Airlines","01/30/2019","2018-12-01",60,"Saturday",256.4,1
"1236","American Airlines","01/31/2019","2018-11-18",74,"Sunday",136.2,1
"1237","American Airlines","01/31/2019","2018-11-19",73,"Monday",136.2,1
"1238","American Airlines","01/31/2019","2018-11-23",69,"Friday",141.2,1
"1239","American Airlines","01/31/2019","2018-11-24",68,"Saturday",141.2,1
"1240","American Airlines","01/31/2019","2018-11-26",66,"Monday",282.4,1
"1241","American Airlines","01/31/2019","2018-12-01",61,"Saturday",298.8,1
"1242","American Airlines","02/01/2019","2018-11-20",73,"Tuesday",372.2,1
"1243","American Airlines","02/01/2019","2018-11-21",72,"Wednesday",141.2,1
"1244","American Airlines","02/01/2019","2018-11-22",71,"Thursday",158.2,1
"1245","American Airlines","02/01/2019","2018-11-23",70,"Friday",282.4,1
"1246","American Airlines","02/01/2019","2018-11-25",68,"Sunday",141.2,1
"1247","American Airlines","02/01/2019","2018-11-26",67,"Monday",141.2,1
"1248","American Airlines","02/01/2019","2018-11-27",66,"Tuesday",141.2,1
"1249","American Airlines","02/01/2019","2018-11-28",65,"Wednesday",282.4,1
"1250","American Airlines","02/01/2019","2018-11-29",64,"Thursday",282.4,1
"1251","American Airlines","02/01/2019","2018-11-30",63,"Friday",282.4,1
"1252","American Airlines","02/01/2019","2018-12-01",62,"Saturday",218.2,1
"1253","American Airlines","02/02/2019","2018-11-18",76,"Sunday",256.4,1
"1254","American Airlines","02/02/2019","2018-11-19",75,"Monday",133.2,1
"1255","American Airlines","02/02/2019","2018-11-21",73,"Wednesday",128.2,1
"1256","American Airlines","02/02/2019","2018-11-23",71,"Friday",128.2,1
"1257","American Airlines","02/02/2019","2018-11-24",70,"Saturday",246.42,1
"1258","American Airlines","02/02/2019","2018-11-26",68,"Monday",128.2,1
"1259","American Airlines","02/02/2019","2018-11-27",67,"Tuesday",118.2,1
"1260","American Airlines","02/02/2019","2018-11-28",66,"Wednesday",118.2,1
"1261","American Airlines","02/02/2019","2018-11-29",65,"Thursday",128.2,1
"1262","American Airlines","02/02/2019","2018-12-01",63,"Saturday",128.2,1
"1263","American Airlines","02/03/2019","2018-11-20",75,"Tuesday",203.2,1
"1264","American Airlines","02/03/2019","2018-11-21",74,"Wednesday",468.3,1
"1265","American Airlines","02/03/2019","2018-11-22",73,"Thursday",176.2,1
"1266","American Airlines","02/03/2019","2018-11-23",72,"Friday",316.2,1
"1267","American Airlines","02/03/2019","2018-11-24",71,"Saturday",316.2,1
"1268","American Airlines","02/03/2019","2018-11-25",70,"Sunday",870.6,1
"1269","American Airlines","02/03/2019","2018-11-26",69,"Monday",198.2,1
"1270","American Airlines","02/03/2019","2018-11-27",68,"Tuesday",367.2,1
"1271","American Airlines","02/03/2019","2018-11-28",67,"Wednesday",461.2,1
"1272","American Airlines","02/03/2019","2018-11-29",66,"Thursday",236.2,1
"1273","American Airlines","02/03/2019","2018-11-30",65,"Friday",461.2,1
"1274","American Airlines","02/03/2019","2018-12-01",64,"Saturday",236.2,1
"1275","American Airlines","02/04/2019","2018-11-18",78,"Sunday",272.4,1
"1276","American Airlines","02/04/2019","2018-11-20",76,"Tuesday",452.4,1
"1277","American Airlines","02/04/2019","2018-11-21",75,"Wednesday",281.2,1
"1278","American Airlines","02/04/2019","2018-11-22",74,"Thursday",332.8,1
"1279","American Airlines","02/04/2019","2018-11-23",73,"Friday",141.2,1
"1280","American Airlines","02/04/2019","2018-11-24",72,"Saturday",141.2,1
"1281","American Airlines","02/04/2019","2018-11-25",71,"Sunday",161.2,1
"1282","American Airlines","02/04/2019","2018-11-26",70,"Monday",158.2,1
"1283","American Airlines","02/04/2019","2018-11-27",69,"Tuesday",332.8,1
"1284","American Airlines","02/04/2019","2018-11-28",68,"Wednesday",367.2,1
"1285","American Airlines","02/04/2019","2018-11-29",67,"Thursday",141.2,1
"1286","American Airlines","02/04/2019","2018-11-30",66,"Friday",193.2,1
"1287","American Airlines","02/05/2019","2018-11-18",79,"Sunday",486.6,1
"1288","American Airlines","02/05/2019","2018-11-20",77,"Tuesday",118.2,1
"1289","American Airlines","02/05/2019","2018-11-21",76,"Wednesday",375.8,1
"1290","American Airlines","02/05/2019","2018-11-23",74,"Friday",141.2,1
"1291","American Airlines","02/05/2019","2018-11-25",72,"Sunday",256.4,1
"1292","American Airlines","02/05/2019","2018-11-26",71,"Monday",256.4,1
"1293","American Airlines","02/05/2019","2018-11-27",70,"Tuesday",256.4,1
"1294","American Airlines","02/05/2019","2018-11-28",69,"Wednesday",457.8,1
"1295","American Airlines","02/05/2019","2018-11-30",67,"Friday",457.8,1
"1296","American Airlines","02/05/2019","2018-12-01",66,"Saturday",256.4,1
"1297","American Airlines","02/06/2019","2018-11-19",79,"Monday",295.21,1
"1298","American Airlines","02/06/2019","2018-11-20",78,"Tuesday",295.21,1
"1299","American Airlines","02/06/2019","2018-11-21",77,"Wednesday",128.2,1
"1300","American Airlines","02/06/2019","2018-11-22",76,"Thursday",128.2,1
"1301","American Airlines","02/06/2019","2018-11-25",73,"Sunday",316.4,1
"1302","American Airlines","02/06/2019","2018-11-26",72,"Monday",282.4,1
"1303","American Airlines","02/06/2019","2018-11-27",71,"Tuesday",131.81,1
"1304","American Airlines","02/06/2019","2018-11-28",70,"Wednesday",316.2,1
"1305","American Airlines","02/06/2019","2018-12-01",67,"Saturday",128.2,1
"1306","American Airlines","02/07/2019","2018-11-18",81,"Sunday",221.2,1
"1307","American Airlines","02/07/2019","2018-11-19",80,"Monday",226.2,1
"1308","American Airlines","02/07/2019","2018-11-20",79,"Tuesday",282.4,1
"1309","American Airlines","02/07/2019","2018-11-21",78,"Wednesday",282.4,1
"1310","American Airlines","02/07/2019","2018-11-23",76,"Friday",141.2,1
"1311","American Airlines","02/07/2019","2018-11-24",75,"Saturday",141.2,1
"1312","American Airlines","02/07/2019","2018-11-25",74,"Sunday",282.4,1
"1313","American Airlines","02/07/2019","2018-11-28",71,"Wednesday",141.2,1
"1314","American Airlines","02/07/2019","2018-11-29",70,"Thursday",141.2,1
"1315","American Airlines","02/07/2019","2018-11-30",69,"Friday",272.4,1
"1316","American Airlines","02/07/2019","2018-12-01",68,"Saturday",272.4,1
"1317","American Airlines","02/08/2019","2018-11-19",81,"Monday",136.2,1
"1318","American Airlines","02/08/2019","2018-11-20",80,"Tuesday",136.2,1
"1319","American Airlines","02/08/2019","2018-11-21",79,"Wednesday",141.2,1
"1320","American Airlines","02/08/2019","2018-11-22",78,"Thursday",158.2,1
"1321","American Airlines","02/08/2019","2018-11-24",76,"Saturday",141.2,1
"1322","American Airlines","02/08/2019","2018-11-25",75,"Sunday",141.2,1
"1323","American Airlines","02/08/2019","2018-11-26",74,"Monday",141.2,1
"1324","American Airlines","02/08/2019","2018-11-27",73,"Tuesday",141.2,1
"1325","American Airlines","02/08/2019","2018-11-28",72,"Wednesday",141.2,1
"1326","American Airlines","02/08/2019","2018-12-01",69,"Saturday",218.2,1
"1327","American Airlines","02/09/2019","2018-11-18",83,"Sunday",128.2,1
"1328","American Airlines","02/09/2019","2018-11-19",82,"Monday",128.2,1
"1329","American Airlines","02/09/2019","2018-11-20",81,"Tuesday",128.2,1
"1330","American Airlines","02/09/2019","2018-11-21",80,"Wednesday",128.2,1
"1331","American Airlines","02/09/2019","2018-11-23",78,"Friday",128.2,1
"1332","American Airlines","02/09/2019","2018-11-24",77,"Saturday",246.42,1
"1333","American Airlines","02/09/2019","2018-11-25",76,"Sunday",417.2,1
"1334","American Airlines","02/09/2019","2018-11-26",75,"Monday",128.2,1
"1335","American Airlines","02/09/2019","2018-11-29",72,"Thursday",128.2,1
"1336","American Airlines","02/09/2019","2018-12-01",70,"Saturday",316.2,1
"1337","American Airlines","02/10/2019","2018-11-19",83,"Monday",141.2,1
"1338","American Airlines","02/10/2019","2018-11-20",82,"Tuesday",141.2,1
"1339","American Airlines","02/10/2019","2018-11-21",81,"Wednesday",468.3,1
"1340","American Airlines","02/10/2019","2018-11-22",80,"Thursday",176.2,1
"1341","American Airlines","02/10/2019","2018-11-23",79,"Friday",316.2,1
"1342","American Airlines","02/10/2019","2018-11-25",77,"Sunday",141.2,1
"1343","American Airlines","02/10/2019","2018-11-26",76,"Monday",141.2,1
"1344","American Airlines","02/10/2019","2018-11-27",75,"Tuesday",141.2,1
"1345","American Airlines","02/10/2019","2018-11-28",74,"Wednesday",461.2,1
"1346","American Airlines","02/10/2019","2018-11-29",73,"Thursday",236.2,1
"1347","American Airlines","02/10/2019","2018-11-30",72,"Friday",461.2,1
"1348","American Airlines","02/10/2019","2018-12-01",71,"Saturday",236.2,1
"1349","American Airlines","02/11/2019","2018-11-18",85,"Sunday",272.4,1
"1350","American Airlines","02/11/2019","2018-11-20",83,"Tuesday",452.4,1
"1351","American Airlines","02/11/2019","2018-11-21",82,"Wednesday",281.2,1
